reg_ts;uid
1524461674;259420
1540946423;355067
1470031947;92117
1600852854;1110172
1581616009;769766
1567192316;584737
1585667910;831517
1572292920;644373
1534995405;316972
1598484099;1061250
1516848778;224412
1596526791;1022455
1593029561;956570
1445145025;57287
1583367442;795834
1588738252;881547
1449722655;62555
1321418120;5416
1465315309;84219
1578893283;730923
1551117065;430689
1418322213;34381
1599945099;1091102
1554251391;457096
1574242185;668840
1578539860;726045
1511447113;202473
1600725230;1107453
1576789225;702156
1588888895;884087
1579337999;737123
1546936952;397816
1557624453;487386
1475445394;102115
1492881415;142166
1555547711;468485
1575562959;685881
1594298368;979961
1552073398;438587
1556115208;473568
1560205614;511845
1596054486;1013278
1595616762;1004895
1523323979;253885
1449814935;62668
1469483986;91161
1482069213;115775
1491943713;139678
1572931906;652310
1536603980;326867
1573855315;663912
1564459011;555099
1556707948;478945
1421361481;36404
1591245510;924579
1552642374;443346
1593585405;966704
1537796921;334390
1512321362;205861
1554480457;459102
1542659147;366811
1584966660;820485
1394288049;21752
1579938570;745593
1534088329;311564
1592272382;942866
1514264740;213599
1571224377;631414
1589239664;889976
1560296570;512732
1508845709;192688
1562600835;535735
1534733896;315400
1577429402;710779
1583580808;799101
1572919474;652152
1575771622;688634
1543203804;370624
1590191989;906265
1589010271;886129
1573819100;663455
1551446396;433382
1565016521;561008
1557407757;485393
1586208512;840115
1561198247;521594
1419595524;35205
1578720954;728558
1453842748;67683
1577792875;715739
1488448171;130660
1249217152;1377
1581933276;774408
1586116048;838627
1599678572;1085603
1599281239;1077404
1519433109;235756
1496548008;152452
1594592249;985467
1579013060;732592
1585840336;834248
1570593704;623873
1581849800;773197
1600417874;1101004
1566843531;580883
1485058891;122541
1551715856;435621
1582052192;776157
1597032098;1032317
1421956707;36820
1577508725;711875
1590173764;905959
1488959977;131937
1544194015;377640
1596200391;1016089
1587357373;858666
1516631985;223478
1592662073;949899
1598363095;1058795
1591378191;926888
1569704828;613380
1538009249;335768
1559447046;504588
1557964894;490544
1546437679;394079
1566180954;573586
1570114691;618192
1581295975;765090
1540830736;354290
1559740870;507393
1493601502;144135
1559044050;500738
1504372773;176951
1596503156;1021991
1578612068;727032
1579982692;746220
1509931209;196697
1574941851;677799
1595026694;993659
1597017342;1032036
1388746405;19575
1478287858;107774
1573822002;663491
1548324996;408416
1595152750;996030
1283120371;2606
1524979220;261983
1233422604;1015
1594577621;985195
1598758708;1066767
1526330079;268805
1105208037;85
1598982073;1071317
1585016421;821272
1591009515;920411
1563083361;540704
1545914776;390175
1542398359;364995
1589410122;892874
1597302909;1037644
1561025001;519860
1564938071;560170
1594096171;976185
1575782042;688776
1571579399;635718
1319573924;5219
1580937748;759911
1390867503;20389
1534810620;315862
1565526082;566497
1556374068;475909
1585804090;833677
1500188220;163392
1576235461;694767
1569392665;609734
1568607784;600683
1589877606;900855
1556268933;474949
1565328845;564365
1554451099;458846
1519415283;235680
1560912258;518761
1592918905;954543
1521270605;244171
1527159761;273051
1473140984;97745
1387514360;19120
1554439784;458754
1598991495;1071514
1523886695;256598
1436189955;48316
1495704767;150030
1550871052;428652
1542438159;365268
1476494398;104150
1524966076;261918
1507609116;188210
1559014105;500447
1553768095;452911
1580474128;753198
1584863147;818870
1584762572;817291
1545084842;384073
1597657588;1044700
1560517781;514899
1597464908;1040876
1588098101;870857
1385177195;18267
1246343316;1307
1486469789;125860
1488679368;131224
1416248470;33061
1591830184;934962
1501499252;167519
1567665785;590064
1538005250;335744
1592316181;943646
1541295716;357426
1443451786;55471
1586346833;842344
1502729741;171496
1596172242;1015545
1513351947;209939
1441300688;53258
1574102613;667056
1459160740;74908
1566003615;571651
1537000096;329342
1575142102;680398
1594086246;976003
1540822663;354234
1600631354;1105469
1597503803;1041645
1546616388;395410
1578905257;731090
1590365552;909282
1498262769;157494
1590028768;903441
1511252516;201717
1565648672;567816
1530618952;291648
1535471878;319885
1585849219;834391
1583145624;792475
1570915098;627717
1593784102;970388
1596478483;1021503
1433833736;46187
1542725294;367270
1531063054;294127
1570615111;624134
1465074848;83839
1562786112;537619
1554978548;463436
1525326678;263725
1595847037;1009271
1594232765;978737
1596692790;1025683
1585678296;831684
1567317453;586158
1561966400;529300
1518134379;229981
1558665400;497113
1592073713;939320
1580460259;753003
1592013232;938242
1589953015;902130
1585427138;827706
1567185333;584660
1576503507;698342
1555195449;465366
1589437760;893338
1507455429;187655
1539450177;345089
1590758062;916048
1475215600;101679
1587344119;858448
1584207384;808694
1506354149;183770
1582008270;775515
1594404614;981940
1592972247;955511
1583479501;797541
1568226456;596352
1585875858;834815
1593652303;967943
1514721893;215486
1553929346;454300
1578916351;731253
1600721489;1107377
1595465089;1001998
1499422138;161017
1417930707;34124
1590509367;911762
1585287149;825509
1595006722;993283
1529119138;283410
1571668148;636800
1578587260;726696
1583816578;802700
1549796483;420004
1530198300;289346
1413724390;31515
1598988990;1071459
1568565140;600199
1580410564;752306
1555775793;470528
1566047674;572128
1534894609;316368
1585897453;835158
1590038068;903605
1577586127;712928
1497198706;154343
1589361999;892063
1589842291;900246
1600345371;1099491
1481768936;115112
1598071277;1052985
1447496817;59948
1399349273;23940
1557702541;488105
1587833092;866480
1590640023;914025
1545610463;387915
1543109869;369975
1551387001;432901
1583324459;795185
1543923360;375721
1597912141;1049802
1546341050;393365
1561255348;522166
1567456487;587698
1544093786;376911
1446342535;58631
1568638264;601028
1487384759;128050
1577657531;713902
1513318863;209803
1552194164;439585
1535313838;318915
1420405300;35760
1594351161;980935
1465123585;83919
1576735101;701431
1511735945;203580
1582371104;780863
1566610355;578308
1546060384;391256
1587476436;860603
1504407053;177064
1584414354;811908
1497973448;156616
1455556895;69940
1343538326;8253
1525324465;263714
1597463787;1040855
1574671494;674306
1537235952;330820
1597121395;1034062
1559304558;503232
1586896368;851170
1523012487;252357
1537735799;333998
1584980313;820701
1463223174;80935
1545470840;386882
1369849634;13661
1587102867;854526
1438226037;50239
1563849195;548669
1466101246;85494
1588334903;874811
1569810749;614620
1600048536;1093270
1548850735;412517
1590294011;908019
1515620976;219190
1565596359;567253
1464901117;83561
1598193562;1055421
1566450954;576562
1563253725;542450
1589493448;894301
1560568611;515396
1551078853;430365
1596949443;1030680
1585293440;825604
1567092771;583650
1598279418;1057150
1590870624;918016
1492116778;140141
1590776658;916371
1576085261;692779
1566436182;576399
1282494316;2575
1516271731;221945
1591174273;923320
1573215342;655844
1593215962;959984
1562045671;530111
1573907835;664579
1589136098;888242
1599991072;1092063
1595211364;997163
1563542788;545461
1362346724;11835
1511660801;203291
1568890936;603908
1533012029;305238
1561289400;522519
1556136264;473755
1501228309;166660
1583594680;799313
1541882236;361451
1538988977;342054
1552237274;439950
1557022775;481827
1536925264;328858
1531440241;296249
1578860939;730471
1575337834;682938
1579006927;732509
1524712353;260664
1567831205;591900
1558902566;499355
1539442058;345032
1573458405;658898
1544007944;376312
1574661284;674172
1544969096;383232
1592017088;938310
1584496154;813167
1583631752;799889
1587673984;863833
1568558726;600124
1559691879;506925
1476569451;104304
1532059427;299759
1513682194;211257
1555999186;472519
1555899852;471642
1474054834;99451
1545264419;385379
1563442933;544415
1483500275;118966
1525551464;264844
1493056741;142641
1600039408;1093081
1552909975;445611
1560466222;514396
1501755290;168339
1570913425;627695
1560425733;513985
1558156686;492342
1587894946;867490
1559879544;508702
1564221317;552594
1533586604;308595
1582983832;790033
1587531870;861510
1591060840;921330
1586903087;851279
1600427360;1101199
1589885054;900976
1561517815;524798
1537211602;330665
1571331800;632709
1510843949;200153
1584240494;809207
1377428026;15772
1560195586;511745
1401009012;24709
1512333548;205905
1502579501;171003
1557483048;486079
1568378909;598081
1576355413;696362
1583245958;793990
1588633692;879804
1544697976;381250
1588382643;875606
1460637314;77036
1272489968;2140
1489563528;133480
1559651939;506538
1575486690;684873
1549112982;414588
1595744540;1007313
1578788434;729481
1567132731;584077
1588811810;882793
1587476910;860612
1587301209;857752
1579233558;735656
1440616172;52574
1561635366;525981
1572263673;644023
1493127035;142830
1504247991;176530
1597970089;1050969
1470697694;93290
1530320986;290006
1580564689;754518
1558236945;493081
1546852551;397179
1572189714;643115
1577830853;716276
1574774002;675623
1597256098;1036704
1523258652;253565
1577501511;711772
1591340406;926227
1425436024;39332
1588309750;874377
1437321913;49380
1597065666;1032964
1572418685;645909
1585614477;830668
1578010993;718766
1598542904;1062423
1502538203;170873
1569028764;605499
1550968264;429458
1542321071;364448
1561458552;524200
1555703599;469877
1427315627;40770
1503492673;174007
1585323894;826078
1576490889;698173
1451426276;64638
1500448580;164213
1576255108;695029
1577045621;705597
1584534747;813771
1562408674;533793
1576342927;696191
1593881969;972195
1524640884;260316
1594677038;987072
1561781742;527468
1529493116;285449
1572143255;642550
1474863522;100987
1330214658;6401
1581771783;772048
1575360296;683234
1551538116;434140
1556193603;474275
1591110786;922196
1566526169;577397
1597472869;1041035
1510608755;199258
1520018269;238410
1586244688;840694
1532651001;303147
1600592647;1104652
1594566247;984981
1585804440;833683
1595261085;998096
1536276947;324825
1532924398;304738
1559702693;507024
1595986196;1011936
1566521421;577345
1526101847;267634
1565062558;561491
1585121972;822909
1587670742;863781
1571366545;633117
1553506135;450670
1593837834;971385
1493719553;144459
1581520788;768383
1568137670;595351
1452321779;65741
1558938410;499702
1564856375;559299
1564372988;554182
1350181012;9382
1559860624;508524
1537776846;334267
1502717833;171455
1546010848;390885
1567815042;591719
1595885877;1010014
1537315099;331316
1587445304;860107
1543419406;372137
1542051675;362603
1518588897;231968
1599854425;1089213
1565999227;571603
1560880436;518444
1406128894;27274
1579587325;740617
1557536179;486560
1589902797;901267
1536840017;328336
1574444420;671415
1592282468;943049
1546227744;392527
1581527243;768482
1510971477;200640
1490158496;135012
1560351250;513266
1563821230;548378
1589392996;892580
1570976023;628445
1587985677;868989
1576929805;704038
1593071271;957334
1592439587;945877
1506892748;185677
1598804146;1067691
1588852910;883488
1546229380;392538
1596550529;1022915
1534228615;312386
1535584681;320582
1597827519;1048095
1546548760;394906
1530862288;292997
1588355978;875157
1592801400;952417
1546303803;393093
1456148003;70711
1600545823;1103656
1586967756;852313
1547151090;399431
1513798339;211712
1492995362;142475
1580845289;758580
1574697615;674644
1591995130;937913
1592842924;953154
1497211932;154383
1552112355;438898
1552487941;442046
1517232996;226065
1499575528;161489
1600545400;1103647
1446075215;58325
1584099978;807052
1503164744;172938
1581776318;772116
1500475930;164293
1587833496;866486
1542352448;364674
1599330503;1078422
1437670413;49699
1590634468;913930
1545858815;389765
1477126742;105418
1549972174;421393
1592199054;941558
1531217181;294994
1592910040;954380
1536124737;323904
1573954514;665170
1577452301;711086
1430276027;43133
1600581341;1104409
1372842733;14448
1558697772;497422
1569258859;608176
1584595449;814720
1598575685;1063078
1585716031;832285
1589307416;891122
1576776593;701986
1545050494;383830
1529567471;285850
1568978362;604916
1304053084;3872
1591354012;926469
1586718299;848322
1588013537;869454
1572009092;640925
1548870813;412679
1553715910;452457
1551221529;431533
1598109615;1053736
1566349081;575446
1597820726;1047961
1327161725;6039
1497432895;155027
1565324194;564309
1523079044;252686
1577587273;712943
1464872455;83517
1553204474;448107
1565958599;571161
1571270825;631973
1543361506;371731
1594486205;983498
1598491467;1061394
1563803890;548196
1583739901;801532
1583651008;800193
1482209662;116080
1515885954;220305
1463125674;80786
1491407145;138254
1413308160;31263
1534490228;313936
1567158390;584363
1533751237;309570
1495738975;150129
1517422128;226877
1593702918;968876
1575435470;684209
1460375931;76649
1564486219;555384
1546359589;393506
1547961634;405597
1584901187;819462
1598845557;1068526
1580028496;746875
1525053567;262354
1557390090;485229
1597702425;1045592
1552201993;439656
1519537472;236223
1589800791;899548
1591187606;923560
1576208917;694410
1564716029;557794
1484689018;121684
1506026722;182637
1599703722;1086123
1595079464;994654
1573110726;654541
1568922314;604263
1541793509;360836
1563067719;540546
1579046345;733058
1584596452;814736
1552509447;442228
1363764274;12155
1599481468;1081530
1594415904;982150
1553667803;452035
1540330679;350912
1552255304;440101
1560728590;516946
1491487685;138466
1557606020;487205
1577743284;715055
1579204122;735253
1582233508;778824
1558132632;492110
1585858520;834536
1598837365;1068357
1543342663;371598
1528471805;279937
1420503007;35826
1526625803;270315
1593775983;970232
1586851513;850449
1590391088;909727
1523518787;254812
1552934841;445821
1592182255;941267
1266229980;1898
1576298155;695598
1528731903;281341
1598129936;1054141
1547383267;401197
1589209101;889457
1471339658;94414
1574766057;675520
1580964080;760285
1496274455;151664
1573373164;657822
1568101801;594937
1513598167;210918
1568997353;605139
1553581021;451305
1595366862;1000102
1548960081;413376
1511318425;201975
1532991569;305124
1572418143;645903
1547051375;398691
1544281250;378251
1519561679;236332
1472721708;96929
1556096238;473397
1552650268;443414
1453416635;67141
1553006887;446430
1544537332;380095
1598716461;1065916
1524973428;261955
1469055027;90426
1535305420;318859
1336321669;7195
1558109159;491895
1465607105;84692
1588187010;872339
1558115562;491951
1560333636;513097
1556699910;478872
1513362229;209979
1449822385;62678
1569230752;607846
1542707652;367146
1570626885;624266
1583879058;803649
1493416209;143621
1544897940;382709
1565496111;566170
1493276708;143238
1342701135;8116
1504441969;177183
1582238153;778894
1594421014;982248
1432924589;45394
1580688591;756317
1474138141;99609
1592376129;944730
1506347799;183748
1567702941;590477
1563700053;547102
1583329669;795264
1583973510;805109
1587276508;857347
1546506929;394601
1584237032;809150
1515388354;218239
1478442553;108090
1584464498;812685
1578099575;719973
1585920576;835530
1586010804;836951
1588147729;871684
1593944355;973348
1422604699;37282
1552642901;443351
1595193336;996818
1532354111;301437
1428230801;41476
1600202884;1096483
1549203806;415300
1585668121;831520
1587697554;864224
1567034774;582999
1592848862;953263
1496669555;152810
1590466084;911000
1468110248;88818
1531774631;298134
1493257157;143185
1600345052;1099484
1584625165;815179
1516460943;222751
1562377527;533472
1565636549;567686
1401340383;24872
1517123691;225584
1596534667;1022613
1536662331;327225
1503720844;174775
1528130964;278152
1464377861;82720
1570782696;626133
1564195767;552324
1556067647;473130
1600142180;1095217
1571032149;629104
1525565785;264921
1440398261;52364
1584344951;810828
1482287025;116254
1547150067;399424
1515731059;219647
1577046200;705605
1583068698;791314
1583706037;801026
1518216022;230324
1600106363;1094475
1597532535;1042222
1571929396;639954
1415802014;32784
1559722590;507212
1600494564;1102583
1568830541;603217
1547016679;398433
1575321686;682733
1525330439;263743
1576991760;704869
1535178992;318096
1567224625;585107
1511313802;201958
1553262761;448614
1547293753;400499
1577798663;715817
1471076232;93948
1589715352;898100
1543249607;370944
1577880687;716963
1560059001;510429
1585438135;827878
1566341782;575367
1572135175;642447
1450003651;62897
1579602056;740840
1555392856;467117
1583005393;790357
1459880766;75950
1586128572;838825
1487618404;128624
1526016522;267202
1554507639;459334
1575367809;683337
1516966959;224908
1527296563;273769
1496531168;152399
1584044202;806187
1522402626;249470
1552860730;445201
1533706543;309307
1596061569;1013410
1513913404;212177
1600252355;1097523
1392735468;21128
1491923658;139629
1586562950;845801
1539413971;344853
1587860428;866925
1576530487;698703
1559376140;503908
1563213069;542031
1521217750;243926
1588838046;883238
1578851033;730330
1593953047;973507
1562339359;533076
1450667574;63696
1404680469;26528
1530004319;288272
1409690377;29190
1563132093;541198
1578050435;719303
1549652666;418846
1590427510;910353
1528082271;277897
1469303697;90851
1573902041;664506
1573284942;656711
1592722548;950991
